"Downloaded on",02/17/2020,"12:00:27 EST"
"Search URL",https://www.congress.gov/search?s=2&searchResultViewType=expanded&KWICView=false&q=%7B%22source%22%3A%5B%22legislation%22%5D%2C%22chamber%22%3A%22Senate%22%2C%22congress%22%3A%5B%22102%22%2C%22101%22%2C%22100%22%5D%2C%22bill-status%22%3A%5B%22law%22%5D%7D

"Legislation Number",URL,Congress,"Amends Bill",Title,Sponsor,"Date of Introduction","Date Offered","Date Submitted","Date Proposed","Number of Cosponsors",Committees,"Latest Action Date","Latest Action"
"S. 1150",https://www.congress.gov/bill/102nd-congress/senate-bill/1150,"102nd Congress (1991-1992)",,"Higher Education Amendments of 1992","Sen. Pell, Claiborne [D-RI]",05/23/1991,,,,5,"Senate - Labor and Human Resources",07/23/1992,"Became Public Law No: 102-325."
"S. 1146",https://www.congress.gov/bill/102nd-congress/senate-bill/1146,"102nd Congress (1991-1992)",,"Scientific and Advanced-Technology Act of 1992","Sen. Mikulski, Barbara A. [D-MD]",05/23/1991,,,,3,"Senate - Labor and Human Resources",10/23/1992,"Became Public Law No: 102-476."
"S. 1145",https://www.congress.gov/bill/102nd-congress/senate-bill/1145,"102nd Congress (1991-1992)",,"Office of Government Ethics Amendment of 1992","Sen. Levin, Carl [D-MI]",05/23/1991,,,,1,"House - Judiciary, Post Office and Civil Service | Senate - Governmental Affairs",10/24/1992,"Became Public Law No: 102-506."
"S. 1106",https://www.congress.gov/bill/102nd-congress/senate-bill/1106,"102nd Congress (1991-1992)",,"Individuals with Disabilities Education Act Amendments of 1991","Sen. Harkin, Tom [D-IA]",05/21/1991,,,,12,"House - Education and Labor | Senate - Labor and Human Resources",10/07/1991,"Became Public Law No: 102-119."
"S. 1002",https://www.congress.gov/bill/102nd-congress/senate-bill/1002,"102nd Congress (1991-1992)",,"Child Support Recovery Act of 1992","Sen. Shelby, Richard C. [D-AL]",05/08/1991,,,,10,"Senate - Judiciary",10/25/1992,"Became Public Law No: 102-521."
"S. 996",https://www.congress.gov/bill/102nd-congress/senate-bill/996,"102nd Congress (1991-1992)",,"A bill to authorize and direct the Secretary of the Interior to terminate a reservation of use and occupancy at the Buffalo National River, and for other purposes.","Sen. Bumpers, Dale [D-AR]",05/07/1991,,,,0,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",03/19/1992,"Became Public Law No: 102-258."
"S. 992",https://www.congress.gov/bill/102nd-congress/senate-bill/992,"102nd Congress (1991-1992)",,"A bill to provide for the reimbursement of certain travel and relocation expenses under title 5, United States Code, for Jane E. Denne of Henderson, Nevada.","Sen. Reid, Harry [D-NV]",05/07/1991,,,,0,"House - Judiciary | Senate - Governmental Affairs",08/03/1992,"Became Private Law No: 102-4."
"S. 985",https://www.congress.gov/bill/102nd-congress/senate-bill/985,"102nd Congress (1991-1992)",,"Horn of Africa Recovery and Food Security Act","Sen. Simon, Paul [D-IL]",04/25/1991,,,,33,"House - Foreign Affairs | Senate - Foreign Relations",04/21/1992,"Became Public Law No: 102-274."
"S. 959",https://www.congress.gov/bill/102nd-congress/senate-bill/959,"102nd Congress (1991-1992)",,"Thomas Jefferson Commemoration Commission Act","Sen. Warner, John [R-VA]",04/25/1991,,,,1,"House - Post Office and Civil Service | Senate - Judiciary",08/17/1992,"Became Public Law No: 102-343."
"S. 909",https://www.congress.gov/bill/102nd-congress/senate-bill/909,"102nd Congress (1991-1992)",,"Semiconductor International Protection Extension Act of 1991","Sen. Leahy, Patrick J. [D-VT]",04/23/1991,,,,8,"House - Judiciary | Senate - Judiciary",06/28/1991,"Became Public Law No: 102-64."
"S. 893",https://www.congress.gov/bill/102nd-congress/senate-bill/893,"102nd Congress (1991-1992)",,"A bill to amend title 18, United States Code, to impose criminal sanctions for violation of software copyright.","Sen. Hatch, Orrin G. [R-UT]",04/23/1991,,,,2,"House - Judiciary | Senate - Judiciary",10/28/1992,"Became Public Law No: 102-561."
"S. 870",https://www.congress.gov/bill/102nd-congress/senate-bill/870,"102nd Congress (1991-1992)",,"Golden Gate National Recreation Area Addition Act of 1992","Sen. Cranston, Alan [D-CA]",04/18/1991,,,,1,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",06/09/1992,"Became Public Law No: 102-299."
"S. 868",https://www.congress.gov/bill/102nd-congress/senate-bill/868,"102nd Congress (1991-1992)",,"Veterans' Educational Assistance Amendments of 1991","Sen. Cranston, Alan [D-CA]",04/18/1991,,,,2,"Senate - Veterans' Affairs",10/10/1991,"Became Public Law No: 102-127."
"S. 838",https://www.congress.gov/bill/102nd-congress/senate-bill/838,"102nd Congress (1991-1992)",,"Child Abuse, Domestic Violence, Adoption and Family Services Act of 1992","Sen. Dodd, Christopher J. [D-CT]",04/17/1991,,,,14,"House - Education and Labor | Senate - Labor and Human Resources",05/28/1992,"Became Public Law No: 102-295."
"S. 807",https://www.congress.gov/bill/102nd-congress/senate-bill/807,"102nd Congress (1991-1992)",,"A bill to permit Mount Olivet Cemetery Association of Salt Lake City, Utah, to lease a certain tract of land for a period of not more than 70 years.","Sen. Hatch, Orrin G. [R-UT]",04/11/1991,,,,1,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",08/26/1992,"Became Public Law No: 102-347."
"S. 775",https://www.congress.gov/bill/102nd-congress/senate-bill/775,"102nd Congress (1991-1992)",,"Veterans' Radiation Exposure Amendments of 1992","Sen. Cranston, Alan [D-CA]",03/22/1991,,,,20,"Senate - Veterans' Affairs",10/30/1992,"Became Public Law No: 102-578."
"S. 759",https://www.congress.gov/bill/102nd-congress/senate-bill/759,"102nd Congress (1991-1992)",,"Trademark Remedy Clarification Act","Sen. DeConcini, Dennis [D-AZ]",03/21/1991,,,,1,"House - Judiciary | Senate - Judiciary",10/27/1992,"Became Public Law No: 102-542."
"S. 758",https://www.congress.gov/bill/102nd-congress/senate-bill/758,"102nd Congress (1991-1992)",,"Patent and Plant Variety Protection Remedy Clarification Act","Sen. DeConcini, Dennis [D-AZ]",03/21/1991,,,,1,"House - Judiciary | Senate - Judiciary",10/28/1992,"Became Public Law No: 102-560."
"S. 756",https://www.congress.gov/bill/102nd-congress/senate-bill/756,"102nd Congress (1991-1992)",,"Copyright Amendments Act of 1992","Sen. DeConcini, Dennis [D-AZ]",03/21/1991,,,,4,"Senate - Judiciary",06/26/1992,"Became Public Law No: 102-307."
"S. 749",https://www.congress.gov/bill/102nd-congress/senate-bill/749,"102nd Congress (1991-1992)",,"A bill to rename and expand the boundaries of the Mound City Group National Monument in Ohio.","Sen. Metzenbaum, Howard M. [D-OH]",03/21/1991,,,,3,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",05/27/1992,"Became Public Law No: 102-294."
"S. 725",https://www.congress.gov/bill/102nd-congress/senate-bill/725,"102nd Congress (1991-1992)",,"Persian Gulf Conflict Supplemental Authorization and Personnel Benefits Act of 1991","Sen. Mitchell, George J. [D-ME]",03/21/1991,,,,7,,04/06/1991,"Became Public Law No: 102-25."
"S. 680",https://www.congress.gov/bill/102nd-congress/senate-bill/680,"102nd Congress (1991-1992)",,"Tourism Policy and Export Promotion Act of 1992","Sen. Rockefeller, John D., IV [D-WV]",03/14/1991,,,,20,"House - Energy and Commerce | Senate - Commerce, Science, and Transportation",09/30/1992,"Became Public Law No: 102-372."
"S. 674",https://www.congress.gov/bill/102nd-congress/senate-bill/674,"102nd Congress (1991-1992)",,"A bill to designate the United States Post Office located at 304 West Commercial Avenue in Monterey, Tennessee, as the ""J.E. 'Eddie' Russell Post Office"".","Sen. Gore, Albert, Jr. [D-TN]",03/14/1991,,,,1,"House - Post Office and Civil Service",07/10/1991,"Became Public Law No: 102-71."
"S. 606",https://www.congress.gov/bill/102nd-congress/senate-bill/606,"102nd Congress (1991-1992)",,"A bill to amend the Wild and Scenic Rivers Act by designating certain segments of the Allegheny River in the Commonwealth of Pennsylvania as a component of the National Wild and Scenic Rivers System, and for other purposes.","Sen. Heinz, John [R-PA]",03/07/1991,,,,0,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",04/20/1992,"Became Public Law No: 102-271."
"S. 565",https://www.congress.gov/bill/102nd-congress/senate-bill/565,"102nd Congress (1991-1992)",,"A bill to authorize the President to award a gold medal on behalf of the Congress to General Colin L. Powell, and to provide for the production of bronze duplicates of such medal for sale to the public.","Sen. Warner, John [R-VA]",03/05/1991,,,,55,"Senate - Banking, Housing, and Urban Affairs",04/23/1991,"Became Public Law No: 102-33."
"S. 544",https://www.congress.gov/bill/102nd-congress/senate-bill/544,"102nd Congress (1991-1992)",,"Animal Enterprise Protection Act of 1992","Sen. Heflin, Howell [D-AL]",03/05/1991,,,,33,"House - Agriculture | Senate - Agriculture, Nutrition, and Forestry",08/26/1992,"Became Public Law No: 102-346."
"S. 543",https://www.congress.gov/bill/102nd-congress/senate-bill/543,"102nd Congress (1991-1992)",,"Federal Deposit Insurance Corporation Improvement Act of 1991","Sen. Riegle, Donald W., Jr. [D-MI]",03/05/1991,,,,2,"Senate - Banking, Housing, and Urban Affairs",12/19/1991,"Became Public Law No: 102-242."
"S. 534",https://www.congress.gov/bill/102nd-congress/senate-bill/534,"102nd Congress (1991-1992)",,"A bill to authorize the President to award a gold medal on behalf of the Congress to General H. Norman Schwarzkopf, and to provide for the production of bronze duplicates of such medal for sale to the public.","Sen. Lott, Trent [R-MS]",02/28/1991,,,,59,"Senate - Banking, Housing, and Urban Affairs",04/23/1991,"Became Public Law No: 102-32."
"S. 483",https://www.congress.gov/bill/102nd-congress/senate-bill/483,"102nd Congress (1991-1992)",,"A bill entitled the ""Taconic Mountains Protection Act of 1991"".","Sen. Leahy, Patrick J. [D-VT]",02/26/1991,,,,1,"House - Agriculture | Senate - Agriculture, Nutrition, and Forestry",06/18/1991,"Became Public Law No: 102-59."
"S. 474",https://www.congress.gov/bill/102nd-congress/senate-bill/474,"102nd Congress (1991-1992)",,"Professional and Amateur Sports Protection Act","Sen. DeConcini, Dennis [D-AZ]",02/22/1991,,,,62,"House - Judiciary | Senate - Judiciary",10/28/1992,"Became Public Law No: 102-559."
"S. 452",https://www.congress.gov/bill/102nd-congress/senate-bill/452,"102nd Congress (1991-1992)",,"A bill to authorize a transfer of administrative jurisdiction over certain land to the Secretary of the Interior, and for other purposes.","Sen. Daschle, Thomas A. [D-SD]",02/20/1991,,,,1,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",05/27/1992,"Became Public Law No: 102-293."
"S. 419",https://www.congress.gov/bill/102nd-congress/senate-bill/419,"102nd Congress (1991-1992)",,"Resolution Trust Corporation Funding Act of 1991","Sen. Riegle, Donald W., Jr. [D-MI]",02/14/1991,,,,0,"Senate - Banking, Housing, and Urban Affairs",03/23/1991,"Became Public Law No: 102-18."
"S. 379",https://www.congress.gov/bill/102nd-congress/senate-bill/379,"102nd Congress (1991-1992)",,"National and Community Service Technical Amendments Act of 1991","Sen. Kennedy, Edward M. [D-MA]",02/06/1991,,,,1,"House - Education and Labor",03/12/1991,"Became Public Law No: 102-10."
"S. 374",https://www.congress.gov/bill/102nd-congress/senate-bill/374,"102nd Congress (1991-1992)",,"Aroostook Band of Micmacs Settlement Act","Sen. Cohen, William S. [R-ME]",02/06/1991,,,,1,"Senate - Indian Affairs",11/26/1991,"Became Public Law No: 102-171."
"S. 367",https://www.congress.gov/bill/102nd-congress/senate-bill/367,"102nd Congress (1991-1992)",,"Nontraditional Employment for Women Act","Sen. Metzenbaum, Howard M. [D-OH]",02/06/1991,,,,11,"Senate - Labor and Human Resources",12/12/1991,"Became Public Law No: 102-235."
"S. 363",https://www.congress.gov/bill/102nd-congress/senate-bill/363,"102nd Congress (1991-1992)",,"A bill to authorize the addition of 15 acres to Morristown National Historical Park.","Sen. Bradley, Bill [D-NJ]",02/06/1991,,,,1,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",10/04/1991,"Became Public Law No: 102-118."
"S. 347",https://www.congress.gov/bill/102nd-congress/senate-bill/347,"102nd Congress (1991-1992)",,"Defense Production Act Amendments of 1992","Sen. Riegle, Donald W., Jr. [D-MI]",02/05/1991,,,,7,,10/28/1992,"Became Public Law No: 102-558."
"S. 296",https://www.congress.gov/bill/102nd-congress/senate-bill/296,"102nd Congress (1991-1992)",,"Armed Forces Immigration Adjustment Act of 1991","Sen. Kennedy, Edward M. [D-MA]",01/30/1991,,,,2,"House - Judiciary",10/01/1991,"Became Public Law No: 102-110."
"S. 295",https://www.congress.gov/bill/102nd-congress/senate-bill/295,"102nd Congress (1991-1992)",,"A bill for the relief of Mary P. Carlton and Lee Alan Tan.","Sen. Dodd, Christopher J. [D-CT]",01/30/1991,,,,0,"House - Judiciary | Senate - Judiciary",08/07/1992,"Became Private Law No: 102-7."
"S. 292",https://www.congress.gov/bill/102nd-congress/senate-bill/292,"102nd Congress (1991-1992)",,"Saguaro National Monument Expansion Act of 1991","Sen. McCain, John [R-AZ]",01/30/1991,,,,0,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",06/19/1991,"Became Public Law No: 102-61."
"S. 272",https://www.congress.gov/bill/102nd-congress/senate-bill/272,"102nd Congress (1991-1992)",,"High-Performance Computing Act of 1991","Sen. Gore, Albert, Jr. [D-TN]",01/24/1991,,,,24,"Senate - Commerce, Science, and Transportation",12/09/1991,"Became Public Law No: 102-194."
"S. 258",https://www.congress.gov/bill/102nd-congress/senate-bill/258,"102nd Congress (1991-1992)",,"A bill to correct an error in the Solar, Wind, Waste, and Geothermal Power Production Incentives Act of 1990.","Sen. Johnston, J. Bennett [D-LA]",01/23/1991,,,,0,"House - Energy and Commerce | Senate - Energy and Natural Resources",05/17/1991,"Became Public Law No: 102-46."
"S. 249",https://www.congress.gov/bill/102nd-congress/senate-bill/249,"102nd Congress (1991-1992)",,"A bill for the relief of Trevor Henderson.","Sen. Grassley, Chuck [R-IA]",01/23/1991,,,,0,"House - Judiciary | Senate - Judiciary",08/04/1992,"Became Private Law No: 102-5."
"S. 248",https://www.congress.gov/bill/102nd-congress/senate-bill/248,"102nd Congress (1991-1992)",,"Niobrara Scenic River Designation Act of 1991","Sen. Exon, J. James [D-NE]",01/23/1991,,,,1,"House - Interior and Insular Affairs, Merchant Marine and Fisheries | Senate - Energy and Natural Resources",05/24/1991,"Became Public Law No: 102-50."
"S. 225",https://www.congress.gov/bill/102nd-congress/senate-bill/225,"102nd Congress (1991-1992)",,"A bill to expand the boundaries of the Fredericksburg and Spotsylvania County Battlefields Memorial National Military Park, Virginia.","Sen. Warner, John [R-VA]",01/16/1991,,,,1,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",10/27/1992,"Became Public Law No: 102-541."
"S. 159",https://www.congress.gov/bill/102nd-congress/senate-bill/159,"102nd Congress (1991-1992)",,"A bill for the relief of Maria Erica Bartski.","Sen. Riegle, Donald W., Jr. [D-MI]",01/14/1991,,,,0,"House - Judiciary | Senate - Judiciary",12/11/1991,"Became Private Law No: 102-1."
"S. 64",https://www.congress.gov/bill/102nd-congress/senate-bill/64,"102nd Congress (1991-1992)",,"Education Council Act of 1991","Sen. Bingaman, Jeff [D-NM]",01/14/1991,,,,5,"Senate - Labor and Human Resources",06/27/1991,"Became Public Law No: 102-62."
"S. 12",https://www.congress.gov/bill/102nd-congress/senate-bill/12,"102nd Congress (1991-1992)",,"Cable Television Consumer Protection and Competition Act of 1992","Sen. Danforth, John C. [R-MO]",01/14/1991,,,,11,"Senate - Commerce, Science, and Transportation",10/05/1992,"Became Public Law No: 102-385."
"S.J.Res. 337",https://www.congress.gov/bill/102nd-congress/senate-joint-resolution/337,"102nd Congress (1991-1992)",,"A joint resolution designating September 18, 1992, as ""National POW/MIA Recognition Day"", and authorizing display of the National League of Families POW/MIA flag.","Sen. Kerry, John F. [D-MA]",09/15/1992,,,,31,"Senate - Judiciary",09/30/1992,"Became Public Law No: 102-373."
"S.J.Res. 324",https://www.congress.gov/bill/102nd-congress/senate-joint-resolution/324,"102nd Congress (1991-1992)",,"A joint resolution to commend the NASA Langley Research Center on the celebration of its 75th Anniversary on July 17, 1992.","Sen. Warner, John [R-VA]",06/26/1992,,,,1,"House - Science, Space and Technology",07/20/1992,"Became Public Law No: 102-323."
"S.J.Res. 319",https://www.congress.gov/bill/102nd-congress/senate-joint-resolution/319,"102nd Congress (1991-1992)",,"A joint resolution to designate the second Sunday in October of 1992 as ""National Children's Day"".","Sen. Kassebaum, Nancy Landon [R-KS]",06/18/1992,,,,58,"House - Post Office and Civil Service | Senate - Judiciary",10/16/1992,"Became Public Law No: 102-425."
"S.J.Res. 318",https://www.congress.gov/bill/102nd-congress/senate-joint-resolution/318,"102nd Congress (1991-1992)",,"A joint resolution designating November 13, 1992, as ""Vietnam Veterans Memorial 10th Anniversary Day"".","Sen. Kerry, John F. [D-MA]",06/18/1992,,,,57,"House - Post Office and Civil Service | Senate - Judiciary",10/24/1992,"Became Public Law No: 102-518."
